"","fDate","datalogger","temp_min","temp_median","temp_mean","temp_max","hum_min","hum_median","hum_mean","hum_max","vpd_min","vpd_median","vpd_mean","vpd_max","transect","Community","site","time"
"123",2020-03-19,1,4.4,11.55,13.1739583333333,27,26,46.65,47.3916666666667,70.2,0.271554286227151,0.70368800350676,0.94500486843002,2.57751479337822,"t1","B shrubland","B shrubland / t1",89
"124",2020-03-20,1,7,14.5,15.4572916666667,26,39.6,57.95,57.5114583333333,81.1,0.190125806597174,0.716086245808694,0.866729280151504,2.02833838236298,"t1","B shrubland","B shrubland / t1",90
"125",2020-03-21,1,8.7,12.85,14.5604166666667,23.8,34.4,53.75,50.9104166666667,67,0.372724088258236,0.676638196259397,0.896945632817964,1.86866126405538,"t1","B shrubland","B shrubland / t1",91
"126",2020-03-22,1,5.7,9.65,12.9760416666667,25.3,35.2,56.6,53.6885416666667,72.7,0.255604978350706,0.522009318604673,0.80049108264966,2.09799576470666,"t1","B shrubland","B shrubland / t1",92
"127",2020-03-23,1,8.2,11.45,11.3260416666667,17.1,45.6,63.7,68.046875,90.6,0.127200206723054,0.452960283334544,0.431987921862296,1.06477844685321,"t1","B shrubland","B shrubland / t1",93
"128",2020-03-24,1,9,10.85,11.4208333333333,15.1,71.7,93.2,90.6885416666667,95.3,0.0584125100558811,0.0877388373437299,0.135028074046429,0.469045074882528,"t1","B shrubland","B shrubland / t1",94
"129",2020-03-25,1,4.9,9.6,12.5979166666667,27,43.6,83.35,74.009375,94.2,0.0546401946474336,0.198418062075851,0.523592998340461,2.01905325481294,"t1","B shrubland","B shrubland / t1",95
"130",2020-03-26,1,9.4,13.55,15.6572916666667,28.6,36.6,60.7,59.6447916666667,74.8,0.298390467580915,0.595043615135258,0.824837922585203,2.49188043454046,"t1","B shrubland","B shrubland / t1",96
"131",2020-03-27,1,6.4,13.25,13.5614583333333,23.2,42.9,56.75,62.0510416666667,83.6,0.163848754197167,0.674015178009761,0.670959358642899,1.62998342614001,"t1","B shrubland","B shrubland / t1",97
"132",2020-03-28,1,9,10.5,10.5875,13.5,58.9,81.35,79.1760416666667,90.7,0.110557741025179,0.225329758514488,0.272517978227013,0.638403589586107,"t1","B shrubland","B shrubland / t1",98
